# A, B, C, D, E
4.175300326973929678e-30,7.272948611869900304e-10,1.337295565524745510e-09,2.785565259213509959e-09,2.349844314074753108e-09
3.971469749822366984e-30,7.255314651943504147e-10,1.335114809708410642e-09,2.785381888932615748e-09,2.353971836164625113e-09
3.777589811172460559e-30,7.237724496357387430e-10,1.332936161300196201e-09,2.785192379061839283e-09,2.358099010002224588e-09
3.593174738928604825e-30,7.220178033762247065e-10,1.330759625015154722e-09,2.784996745119497484e-09,2.362225826489123970e-09
3.417762475506467177e-30,7.202675153097862008e-10,1.328585205525897757e-09,2.784795002613979862e-09,2.366352276550337993e-09
3.250913520133560306e-30,7.185215743592336394e-10,1.326412907462797293e-09,2.784587167043602936e-09,2.370478351134364637e-09
3.092209827666825835e-30,7.167799694761341630e-10,1.324242735414195650e-09,2.784373253896518828e-09,2.374604041213152449e-09
2.941253761167618230e-30,7.150426896407350216e-10,1.322074693926598421e-09,2.784153278650583331e-09,2.378729337782085660e-09
2.797667095610312446e-30,7.133097238618874746e-10,1.319908787504874028e-09,2.783927256773280634e-09,2.382854231859961021e-09
2.661090070228007186e-30,7.115810611769714132e-10,1.317745020612455143e-09,2.783695203721589318e-09,2.386978714488981596e-09
2.531180487120913224e-30,7.098566906518208112e-10,1.315583397671535140e-09,2.783457134941914115e-09,2.391102776734736090e-09
2.407612853869030755e-30,7.081366013806464871e-10,1.313423923063265793e-09,2.783213065869926673e-09,2.395226409686157483e-09
2.290077568001098658e-30,7.064207824859627946e-10,1.311266601127958697e-09,2.782963011930521306e-09,2.399349604455560257e-09
2.178280141276023945e-30,7.047092231185118330e-10,1.309111436165274685e-09,2.782706988537646246e-09,2.403472352178570497e-09
2.071940461833752020e-30,7.030019124571896208e-10,1.306958432434418019e-09,2.782445011094260631e-09,2.407594644014136645e-09
1.970792092366347893e-30,7.012988397089704087e-10,1.304807594154338005e-09,2.782177094992198019e-09,2.411716471144490625e-09
1.874581602551251556e-30,6.995999941088338878e-10,1.302658925503913462e-09,2.781903255612088634e-09,2.415837824775164382e-09
1.783067934073917615e-30,6.979053649196898131e-10,1.300512430622151654e-09,2.781623508323219159e-09,2.419958696134939429e-09
1.696021796648768134e-30,6.962149414323052109e-10,1.298368113608376891e-09,2.781337868483494686e-09,2.424079076475824509e-09
1.613225093525481634e-30,6.945287129652299331e-10,1.296225978522426773e-09,2.781046351439264592e-09,2.428198957073078343e-09
1.534470375040897230e-30,6.928466688647239684e-10,1.294086029384834382e-09,2.780748972525294419e-09,2.432318329225145941e-09
1.459560318847532227e-30,6.911687985046834100e-10,1.291948270177021838e-09,2.780445747064621113e-09,2.436437184253679691e-09
1.388307235516500866e-30,6.894950912865676633e-10,1.289812704841491587e-09,2.780136690368479822e-09,2.440555513503462431e-09
1.320532598275851137e-30,6.878255366393271712e-10,1.287679337282010032e-09,2.779821817736193051e-09,2.444673308342467010e-09
1.256066595706333520e-30,6.861601240193296916e-10,1.285548171363797375e-09,2.779501144455099941e-09,2.448790560161776046e-09
1.194747706273730167e-30,6.844988429102883327e-10,1.283419210913707940e-09,2.779174685800427227e-09,2.452907260375573660e-09
1.136422293631705836e-30,6.828416828231902085e-10,1.281292459720433866e-09,2.778842457035221409e-09,2.457023400421157467e-09
1.080944221681237440e-30,6.811886332962228202e-10,1.279167921534667444e-09,2.778504473410227570e-09,2.461138971758879016e-09
1.028174488422221292e-30,6.795396838947028146e-10,1.277045600069299427e-09,2.778160750163840988e-09,2.465253965872155791e-09
9.779808776796599549e-31,6.778948242110040200e-10,1.274925498999595849e-09,2.777811302521974784e-09,2.469368374267425712e-09
9.302376278320673262e-31,6.762540438644872388e-10,1.272807621963384961e-09,2.777456145697985065e-09,2.473482188474142584e-09
8.848251167118411888e-31,6.746173325014267320e-10,1.270691972561237971e-09,2.777095294892585722e-09,2.477595400044758730e-09
8.416295618883015469e-31,6.729846797949410465e-10,1.268578554356652060e-09,2.776728765293721046e-09,2.481708000554681560e-09
8.005427355823542965e-31,6.713560754449210497e-10,1.266467370876224503e-09,2.776356572076562831e-09,2.485819981602290948e-09
7.614616934984553777e-31,6.697315091779595165e-10,1.264358425609842091e-09,2.775978730403305651e-09,2.489931334808893314e-09
7.242885168945786355e-31,6.681109707472809218e-10,1.262251722010848431e-09,2.775595255423177606e-09,2.494042051818692684e-09
6.889300672438056300e-31,6.664944499326697863e-10,1.260147263496236470e-09,2.775206162272293092e-09,2.498152124298804740e-09
6.552977528728931210e-31,6.648819365404022272e-10,1.258045053446812486e-09,2.774811466073608540e-09,2.502261543939183627e-09
6.233073069931717204e-31,6.632734204031749238e-10,1.255945095207381581e-09,2.774411181936789246e-09,2.506370302452650893e-09
5.928785765675018241e-31,6.616688913800357385e-10,1.253847392086924493e-09,2.774005324958157665e-09,2.510478391574874403e-09
5.639353214844142747e-31,6.600683393563134053e-10,1.251751947358766133e-09,2.773593910220624764e-09,2.514585803064296374e-09
5.364050235361928673e-31,6.584717542435488750e-10,1.249658764260754253e-09,2.773176952793541121e-09,2.518692528702156116e-09
5.102187047222856458e-31,6.568791259794265548e-10,1.247567845995437710e-09,2.772754467732677905e-09,2.522798560292460677e-09
4.853107544228125138e-31,6.552904445277038954e-10,1.245479195730229209e-09,2.772326470080127199e-09,2.526903889661936030e-09
4.616187650091831759e-31,6.537056998781429410e-10,1.243392816597586456e-09,2.771892974864199429e-09,2.531008508660066784e-09
4.390833754798522403e-31,6.521248820464428115e-10,1.241308711695187934e-09,2.771453997099362155e-09,2.535112409159003123e-09
4.176481227295481280e-31,6.505479810741693914e-10,1.239226884086090482e-09,2.771009551786161071e-09,2.539215583053587692e-09
3.972593000792195338e-31,6.489749870286885355e-10,1.237147336798910449e-09,2.770559653911100898e-09,2.543318022261303481e-09
3.778658227123232326e-31,6.474058900030971025e-10,1.235070072827993055e-09,2.770104318446628419e-09,2.547419718722277964e-09
3.594190996802679784e-31,6.458406801161553328e-10,1.232995095133577003e-09,2.769643560351017918e-09,2.551520664399251250e-09
3.418729121562927457e-31,6.442793475122189167e-10,1.230922406641964462e-09,2.769177394568272334e-09,2.555620851277545066e-09
3.251832976328052282e-31,6.427218823611720959e-10,1.228852010245692092e-09,2.768705836028108783e-09,2.559720271365027189e-09
3.093084397719721628e-31,6.411682748583585941e-10,1.226783908803693371e-09,2.768228899645803872e-09,2.563818916692145769e-09
2.942085636336034673e-31,6.396185152245166830e-10,1.224718105141468793e-09,2.767746600322185435e-09,2.567916779311830902e-09
2.798458360178425529e-31,6.380725937057102164e-10,1.222654602051250062e-09,2.767258952943508036e-09,2.572013851299531844e-09
2.661842706729163055e-31,6.365305005732628693e-10,1.220593402292166145e-09,2.766765972381398791e-09,2.576110124753176489e-09
2.531896381304912530e-31,6.349922261236909294e-10,1.218534508590403131e-09,2.766267673492796155e-09,2.580205591793106841e-09
2.408293799427003169e-31,6.334577606786372261e-10,1.216477923639376899e-09,2.765764071119852319e-09,2.584300244562136094e-09
2.290725271059542277e-31,6.319270945848041288e-10,1.214423650099889457e-09,2.765255180089854207e-09,2.588394075225458052e-09
2.178896224671623382e-31,6.304002182138886134e-10,1.212371690600290247e-09,2.764741015215177162e-09,2.592487075970647549e-09
2.072526469179328482e-31,6.288771219625149503e-10,1.210322047736646328e-09,2.764221591293190641e-09,2.596579239007643897e-09
1.971349491918467513e-31,6.273577962521694604e-10,1.208274724072889623e-09,2.763696923106220996e-09,2.600670556568717391e-09
1.875111790889010545e-31,6.258422315291355819e-10,1.206229722140991036e-09,2.763167025421436492e-09,2.604761020908432499e-09
1.783572239598006075e-31,6.243304182644271785e-10,1.204187044441112859e-09,2.762631912990789824e-09,2.608850624303668126e-09
1.696501482909908659e-31,6.228223469537243293e-10,1.202146693441773386e-09,2.762091600550951521e-09,2.612939359053553507e-09
1.613681362390210260e-31,6.213180081173074652e-10,1.200108671579993733e-09,2.761546102823266527e-09,2.617027217479432227e-09
1.534904369702856888e-31,6.198173922999932618e-10,1.198072981261472580e-09,2.760995434513634252e-09,2.621114191924898617e-09
1.459973126691868681e-31,6.183204900710693958e-10,1.196039624860728864e-09,2.760439610312487900e-09,2.625200274755713793e-09
1.388699890844218845e-31,6.168272920242300248e-10,1.194008604721264934e-09,2.759878644894694789e-09,2.629285458359815168e-09
